class,image_path,name,xmax,xmin,ymax,ymin
3,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,GARBAGE,207.86029,148.09756,252.60342,211.92719
2,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,POTHOLES,640.26733,377.3389,532.7156,368.35016
2,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,POTHOLES,343.67413,131.84875,462.93546,291.976
2,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,POTHOLES,188.27913,3.2393706,503.34653,315.72534
3,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,GARBAGE,419.4716,347.77164,400.68784,359.757
3,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,GARBAGE,388.1345,305.13712,191.19955,146.64873
3,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,GARBAGE,547.623,515.81525,181.93307,147.83298
3,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,GARBAGE,574.4485,531.1994,213.23,181.75125
3,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,GARBAGE,169.89758,75.35319,261.37408,177.12886
3,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,GARBAGE,674.3984,552.5366,245.68555,163.66405
3,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,GARBAGE,722.10657,609.2618,215.22163,132.25575
3,dafca3ebb53a8cf84ea7fb90929ae5cd.jpg,GARBAGE,625.99255,521.54315,220.58795,151.28894
3,fd1df72d2d7117b9e695c38938643744.jpg,GARBAGE,297.16373,218.824,271.66644,223.60437
3,fd1df72d2d7117b9e695c38938643744.jpg,GARBAGE,436.8407,379.96054,242.75183,196.59248
6,fd1df72d2d7117b9e695c38938643744.jpg,BAD_BILLBOARD,952.26306,798.0663,206.0645,83.95996
3,fd1df72d2d7117b9e695c38938643744.jpg,GARBAGE,827.3119,321.70966,402.57828,182.73532
8,fd1df72d2d7117b9e695c38938643744.jpg,CLUTTER_SIDEWALK,428.08136,99.17299,284.49188,201.61743
3,fd1df72d2d7117b9e695c38938643744.jpg,GARBAGE,489.553,401.81088,255.86081,186.65103
6,fd1df72d2d7117b9e695c38938643744.jpg,BAD_BILLBOARD,844.4951,758.32477,125.91756,44.045574
6,fd1df72d2d7117b9e695c38938643744.jpg,BAD_BILLBOARD,952.8745,798.79974,132.94792,0
3,fd1df72d2d7117b9e695c38938643744.jpg,GARBAGE,447.77945,359.70166,247.04576,185.9082
3,34885041be3b744cce3065db42a02ace.jpg,GARBAGE,174.34396,59.90679,310.09952,246.43985
3,34885041be3b744cce3065db42a02ace.jpg,GARBAGE,76.271194,1.2638233,315.10596,251.71808
2,34885041be3b744cce3065db42a02ace.jpg,POTHOLES,389.75098,315.00995,330.20212,256.3533
3,34885041be3b744cce3065db42a02ace.jpg,GARBAGE,122.23278,6.9897275,323.14377,242.11545
2,34885041be3b744cce3065db42a02ace.jpg,POTHOLES,388.86475,269.02744,401.26413,284.138
2,34885041be3b744cce3065db42a02ace.jpg,POTHOLES,582.1016,529.09485,316.42615,254.5539
3,34885041be3b744cce3065db42a02ace.jpg,GARBAGE,280.12537,212.7941,286.37003,239.05417
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,670.19507,536.0485,475.36246,284.3558
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,698.9713,513.6913,540,378.80685
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,619.62695,510.457,376.62558,250.07063
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,569.6579,497.57028,298.91443,217.6195
3,230f15652439e0b6de63f4639a9945df.jpg,GARBAGE,444.5405,398.9673,231.75311,187.07138
3,230f15652439e0b6de63f4639a9945df.jpg,GARBAGE,960,901.65204,327.39993,266.61688
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,648.62445,506.2361,442.958,235.24594
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,634.2973,528.6509,404.39322,276.64426
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,755.5481,470.23923,540,295.96466
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,799.8591,557.55133,404.61374,237.76692
3,230f15652439e0b6de63f4639a9945df.jpg,GARBAGE,537.51764,478.9654,223.46371,180.63336
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,923.51465,645.9222,422.1509,236.46286
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,233.27037,16.55868,535.4124,385.17102
3,230f15652439e0b6de63f4639a9945df.jpg,GARBAGE,453.28418,385.8045,241.28458,195.31555
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,950.16046,742.6424,439.35092,262.6177
3,230f15652439e0b6de63f4639a9945df.jpg,GARBAGE,547.2946,493.19147,345.98633,302.7402
5,230f15652439e0b6de63f4639a9945df.jpg,BROKEN_SIGNAGE,569.92523,493.3399,294.8857,215.31735
3,230f15652439e0b6de63f4639a9945df.jpg,GARBAGE,900.22125,815.10675,304.61606,247.1003
1,230f15652439e0b6de63f4639a9945df.jpg,FADED_SIGNAGE,570.1616,493.0984,295.0504,210.65257
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,593.9216,501.42346,330.96927,238.22032
3,230f15652439e0b6de63f4639a9945df.jpg,GARBAGE,941.5992,697.0518,402.6354,238.51921
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,413.00052,271.04263,380.05743,274.8047
2,230f15652439e0b6de63f4639a9945df.jpg,POTHOLES,491.34137,369.64694,298.2649,232.78049
4,6631872a1fcc10cf95d9b5600893d044.jpg,CONSTRUCTION_ROAD,367.5528,3.4223168,349.92267,130.33638
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,125.87683,43.86508,406.2714,348.57028
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,218.7117,150.99324,350.09076,306.14685
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,268.70847,216.28839,317.70636,276.1812
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,319.647,251.50975,298.30145,252.02956
8,6631872a1fcc10cf95d9b5600893d044.jpg,CLUTTER_SIDEWALK,481.4404,362.0125,218.44203,151.9348
4,6631872a1fcc10cf95d9b5600893d044.jpg,CONSTRUCTION_ROAD,448.57977,76.067474,288.28418,139.55066
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,410.9743,339.03076,245.7303,204.81958
8,6631872a1fcc10cf95d9b5600893d044.jpg,CLUTTER_SIDEWALK,451.2817,241.96964,265.25244,156.42609
4,6631872a1fcc10cf95d9b5600893d044.jpg,CONSTRUCTION_ROAD,438.5769,216.38069,270.884,151.66895
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,204.82378,163.76399,344.77155,308.86664
8,6631872a1fcc10cf95d9b5600893d044.jpg,CLUTTER_SIDEWALK,484.1513,310.1009,243.20332,145.8708
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,283.35373,202.96666,326.64444,269.08334
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,308.99503,262.76874,290.15875,259.87317
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,435.0659,385.43237,227.23915,182.83234
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,338.91522,291.3532,277.07257,237.02196
3,6631872a1fcc10cf95d9b5600893d044.jpg,GARBAGE,415.092,323.1868,253.42708,184.56618
4,6631872a1fcc10cf95d9b5600893d044.jpg,CONSTRUCTION_ROAD,217.88158,0,388.00543,148.73787
8,6631872a1fcc10cf95d9b5600893d044.jpg,CLUTTER_SIDEWALK,326.22913,0,396.07657,143.10039
0,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GRAFFITI,958.1959,866.05774,250.42203,168.71736
3,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GARBAGE,102.4055,8.528847,299.98285,234.4748
3,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GARBAGE,426.92203,334.1888,326.8299,254.63426
3,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GARBAGE,215.4313,101.60666,310.5531,218.2011
3,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GARBAGE,149.05446,16.596542,312.74304,220.9609
0,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GRAFFITI,960,915.6478,250.43954,195.00125
3,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GARBAGE,467.86093,289.91388,346.73102,235.95503
3,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GARBAGE,431.89612,363.2424,296.77222,248.16885
3,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GARBAGE,698.0458,559.4986,322.72177,241.14107
3,4aacf426bd007ef10fcda6fd5ba875c4.jpg,GARBAGE,385.9163,310.5473,329.81375,262.8326
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,453.77933,366.62558,245.8622,196.214
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,85.911354,15.078907,238.92766,196.86746
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,549.9263,512.5151,246.86682,215.39565
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,50.942112,0,276.36142,214.60461
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,457.52267,413.53445,217.69475,178.83994
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,952.66296,618.60846,536.8512,291.8247
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,470.2169,319.18744,407.4737,262.52878
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,146.2307,96.8615,250.74992,212.32451
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,517.378,475.6415,247.08205,206.73875
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,65.61836,3.2491262,266.75775,196.81268
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,98.04759,7.6908717,252.34415,183.11702
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,462.38593,398.95618,229.47882,183.3549
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,533.1588,347.04028,335.59238,219.68079
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,956.2548,753.2629,538.96246,333.2939
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,522.5761,414.84283,321.84134,224.60623
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,74.029976,26.634281,233.24084,202.4874
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,440.34262,402.23013,238.73798,204.73553
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,172.37823,71.9736,264.06284,201.66443
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,516.83984,474.12567,251.00058,202.50278
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,522.59717,469.89462,260.17487,194.15071
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,446.05487,289.9076,471.0951,305.68887
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,544.03485,520.6355,242.37372,220.17499
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,438.94717,111.63727,530.3429,301.54654
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,427.26315,383.85516,238.31038,202.55582
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,510.15036,479.87756,238.12244,216.27332
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,215.04536,132.8016,242.39995,202.57019
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,46.891636,1.8772981,240.60945,198.52104
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,566.39154,501.73892,253.61816,208.78831
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,520.6721,296.67923,452.01376,200.93379
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,149.38101,7.506187,279.91052,182.1006
8,be13705f0484199c1e4ff2ac21e11926.jpg,CLUTTER_SIDEWALK,268.23508,0,297.85043,183.26907
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,193.33836,36.197563,288.12936,199.06337
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,491.2083,372.90063,382.87848,270.87857
4,be13705f0484199c1e4ff2ac21e11926.jpg,CONSTRUCTION_ROAD,238.98973,0,298.81042,188.36688
2,be13705f0484199c1e4ff2ac21e11926.jpg,POTHOLES,351.76212,152.23906,522.0998,337.00504
3,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,223.92656,98.68748,270.65262,199.05528
0,81e8770657a8df09333a8d9b23ac5396.jpg,GRAFFITI,960,759.60156,255.14413,150.27745
0,81e8770657a8df09333a8d9b23ac5396.jpg,GRAFFITI,960,882.46124,236.24997,163.97224
0,81e8770657a8df09333a8d9b23ac5396.jpg,GRAFFITI,901.79004,789.3792,247.89333,167.66318
3,81e8770657a8df09333a8d9b23ac5396.jpg,GARBAGE,498.86813,440.00372,228.27626,176.9196
3,81e8770657a8df09333a8d9b23ac5396.jpg,GARBAGE,959.8864,761.6354,263.1595,123.23808
6,81e8770657a8df09333a8d9b23ac5396.jpg,BAD_BILLBOARD,960,744.5495,277.3596,128.36453
1,81e8770657a8df09333a8d9b23ac5396.jpg,FADED_SIGNAGE,564.6961,491.81277,256.84018,151.85915
0,81e8770657a8df09333a8d9b23ac5396.jpg,GRAFFITI,954.1213,843.59015,249.94736,174.24374
4,79861839a0d0a7e12808b6a0abace1ec.jpg,CONSTRUCTION_ROAD,406.0429,123.33848,322.42166,223.6798
4,79861839a0d0a7e12808b6a0abace1ec.jpg,CONSTRUCTION_ROAD,317.28668,9.412319,313.70084,239.72794
1,79861839a0d0a7e12808b6a0abace1ec.jpg,FADED_SIGNAGE,389.97577,308.17746,281.26907,188.08247
8,79861839a0d0a7e12808b6a0abace1ec.jpg,CLUTTER_SIDEWALK,326.30167,31.149038,364.82062,308.22766
6,79861839a0d0a7e12808b6a0abace1ec.jpg,BAD_BILLBOARD,385.48083,309.16946,283.03015,191.85327
8,79861839a0d0a7e12808b6a0abace1ec.jpg,CLUTTER_SIDEWALK,411.5915,2.3852887,375.783,293.5508
2,79861839a0d0a7e12808b6a0abace1ec.jpg,POTHOLES,552.81744,249.05318,510.53406,379.87573
8,76980476d780fec268d9270e015b30f7.jpg,CLUTTER_SIDEWALK,478.18274,0,338.07617,190.67618
8,76980476d780fec268d9270e015b30f7.jpg,CLUTTER_SIDEWALK,956.7388,686.7373,354.07785,208.0853
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,511.78616,433.7995,205.85287,160.69458
8,76980476d780fec268d9270e015b30f7.jpg,CLUTTER_SIDEWALK,791.0117,99.67484,346.59927,195.46288
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,472.31506,357.30966,209.1226,153.48924
8,76980476d780fec268d9270e015b30f7.jpg,CLUTTER_SIDEWALK,882.48816,371.17435,345.169,206.099
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,484.1475,423.61826,205.68004,167.04027
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,400.12405,328.3042,202.16077,156.68175
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,447.79724,379.2002,205.73193,161.501
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,423.89554,359.75128,203.9234,159.9097
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,525.1427,423.7485,212.62587,139.68602
8,76980476d780fec268d9270e015b30f7.jpg,CLUTTER_SIDEWALK,641.52966,309.82507,343.3284,201.89409
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,592.7853,536.27563,227.17159,195.99484
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,958.1032,887.26917,222.58768,172.29495
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,874.08765,742.97235,223.06801,162.20288
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,412.2317,369.67337,197.55142,167.48369
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,501.77124,447.4584,199.55475,170.36862
8,76980476d780fec268d9270e015b30f7.jpg,CLUTTER_SIDEWALK,960,490.00586,385.50336,177.13556
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,466.7029,434.26782,204.24449,170.25694
3,76980476d780fec268d9270e015b30f7.jpg,GARBAGE,931.0868,750.9493,337.07584,237.02182
0,8f6b142d456cf86f5f4b2fd344b83b53.jpg,GRAFFITI,649.3434,508.0428,187.20992,121.699265
0,8f6b142d456cf86f5f4b2fd344b83b53.jpg,GRAFFITI,525.1531,415.54147,191.03853,118.57064
3,8f6b142d456cf86f5f4b2fd344b83b53.jpg,GARBAGE,881.5649,828.9624,227.27327,185.14963
6,8f6b142d456cf86f5f4b2fd344b83b53.jpg,BAD_BILLBOARD,949.9057,756.6977,231.45488,40.858723
9,8f6b142d456cf86f5f4b2fd344b83b53.jpg,UNKEPT_FACADE,960,758.05664,232.91537,40.65217
3,8f6b142d456cf86f5f4b2fd344b83b53.jpg,GARBAGE,895.24347,816.27124,237.98701,176.90578
3,8f6b142d456cf86f5f4b2fd344b83b53.jpg,GARBAGE,874.16187,836.5024,219.25005,190.70322
3,5ab610065898cde8ec7ed573afa6c65d.jpg,GARBAGE,315.3255,248.88895,317.6249,264.6379
3,5ab610065898cde8ec7ed573afa6c65d.jpg,GARBAGE,204.36574,116.165924,332.76663,264.31134
3,5ab610065898cde8ec7ed573afa6c65d.jpg,GARBAGE,123.786766,47.80817,346.5778,301.52362
2,5ab610065898cde8ec7ed573afa6c65d.jpg,POTHOLES,500.86176,303.98184,400.23273,293.09787
3,5ab610065898cde8ec7ed573afa6c65d.jpg,GARBAGE,569.5118,521.89355,350.89697,299.09903
2,5ab610065898cde8ec7ed573afa6c65d.jpg,POTHOLES,528.64844,379.90884,383.34756,304.71973
2,5ab610065898cde8ec7ed573afa6c65d.jpg,POTHOLES,429.3982,287.8229,386.24655,306.2368
3,5ab610065898cde8ec7ed573afa6c65d.jpg,GARBAGE,633.43945,595.4095,288.66672,249.87634
8,5ab610065898cde8ec7ed573afa6c65d.jpg,CLUTTER_SIDEWALK,526.93115,334.92245,380.28885,305.17657
5,5ab610065898cde8ec7ed573afa6c65d.jpg,BROKEN_SIGNAGE,208.86003,108.9573,329.10928,264.56723
3,5ab610065898cde8ec7ed573afa6c65d.jpg,GARBAGE,464.93735,400.7631,172.54562,117.71959
2,5ab610065898cde8ec7ed573afa6c65d.jpg,POTHOLES,315.0129,17.237936,511.15997,345.8641
0,5ab610065898cde8ec7ed573afa6c65d.jpg,GRAFFITI,212.61435,117.5101,336.84247,259.80405
3,5ab610065898cde8ec7ed573afa6c65d.jpg,GARBAGE,544.46246,363.08337,392.46866,291.18307
8,5ab610065898cde8ec7ed573afa6c65d.jpg,CLUTTER_SIDEWALK,457.6104,281.44278,382.5603,304.34085
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,182.23465,101.41626,306.47363,258.65353
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,855.8018,798.5827,278.38342,235.03549
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,43.607178,0,247.69577,200.10681
0,361936ce445fa53eb755fa93c27954e4.jpg,GRAFFITI,858.8231,745.92487,232.85078,125.64266
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,396.1404,330.97122,219.73555,175.57323
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,140.94171,93.008354,253.60988,219.48303
6,361936ce445fa53eb755fa93c27954e4.jpg,BAD_BILLBOARD,891.9179,685.035,121.202805,7.0624633
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,580.7626,533.0715,252.43594,215.94981
6,361936ce445fa53eb755fa93c27954e4.jpg,BAD_BILLBOARD,960,824.2386,102.4666,0
6,361936ce445fa53eb755fa93c27954e4.jpg,BAD_BILLBOARD,933.47614,708.377,195.57649,10.142643
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,461.6864,391.3468,445.30026,403.96634
0,361936ce445fa53eb755fa93c27954e4.jpg,GRAFFITI,885.0778,761.98645,200.72914,87.8945
0,361936ce445fa53eb755fa93c27954e4.jpg,GRAFFITI,908.66486,738.1946,243.12175,67.84061
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,202.17496,91.41266,320.4974,247.60332
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,149.22035,83.41043,262.28787,210.20012
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,699.9002,578.7503,254.79002,172.78032
9,361936ce445fa53eb755fa93c27954e4.jpg,UNKEPT_FACADE,947.57074,731.3966,277.98593,44.9859
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,873.04846,781.318,285.77643,227.19133
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,719.5047,667.8728,202.31787,163.54373
3,361936ce445fa53eb755fa93c27954e4.jpg,GARBAGE,131.2973,100.74525,247.26888,226.42226
2,361936ce445fa53eb755fa93c27954e4.jpg,POTHOLES,715.31775,319.02075,538.0123,383.7527
1,6ac9a40a4b58dc2a5c56da56ddd0eea7.jpg,FADED_SIGNAGE,738.95404,625.9114,395.7465,243.82309
3,6ac9a40a4b58dc2a5c56da56ddd0eea7.jpg,GARBAGE,756.71027,700.76324,392.42093,344.33704
5,6ac9a40a4b58dc2a5c56da56ddd0eea7.jpg,BROKEN_SIGNAGE,743.4218,613.3195,405.82123,241.30858
3,6ac9a40a4b58dc2a5c56da56ddd0eea7.jpg,GARBAGE,516.4376,468.11267,353.39374,314.9947
1,6ac9a40a4b58dc2a5c56da56ddd0eea7.jpg,FADED_SIGNAGE,659.8149,559.69916,369.33084,223.53629
1,6ac9a40a4b58dc2a5c56da56ddd0eea7.jpg,FADED_SIGNAGE,767.1324,595.65717,418.18164,213.1773
3,6ac9a40a4b58dc2a5c56da56ddd0eea7.jpg,GARBAGE,758.5833,604.0465,403.88715,227.89474
8,8cf511e76cf0316b1506d47922ccff20.jpg,CLUTTER_SIDEWALK,484.4334,0,484.13895,282.26437
8,8cf511e76cf0316b1506d47922ccff20.jpg,CLUTTER_SIDEWALK,892.3122,242.5786,482.7874,295.04257
3,8cf511e76cf0316b1506d47922ccff20.jpg,GARBAGE,183.09044,71.51377,496.36053,430.5472
4,8cf511e76cf0316b1506d47922ccff20.jpg,CONSTRUCTION_ROAD,925.6297,276.63043,397.4678,211.98053
3,8cf511e76cf0316b1506d47922ccff20.jpg,GARBAGE,342.11407,247.15245,417.70972,340.00986
8,8cf511e76cf0316b1506d47922ccff20.jpg,CLUTTER_SIDEWALK,953.5471,498.1078,475.1712,320.85736
8,8cf511e76cf0316b1506d47922ccff20.jpg,CLUTTER_SIDEWALK,647.08606,123.30307,471.0123,301.33786
4,8cf511e76cf0316b1506d47922ccff20.jpg,CONSTRUCTION_ROAD,562.61456,18.742176,385.07956,199.37404
4,8cf511e76cf0316b1506d47922ccff20.jpg,CONSTRUCTION_ROAD,339.32144,0,373.03757,220.77428
3,8cf511e76cf0316b1506d47922ccff20.jpg,GARBAGE,217.62395,27.480665,505.28125,420.83136
8,8cf511e76cf0316b1506d47922ccff20.jpg,CLUTTER_SIDEWALK,748.4321,389.14813,472.59293,315.81955
