class,image_path,name,xmax,xmin,ymax,ymin
4.0,f9699dbcf2630fd8b170da4be868e450.jpg,CONSTRUCTION_ROAD,272.5,57.5,173.5,66.5
4.0,d36b0730d245cdf28cd0f1c1890c7eba.jpg,CONSTRUCTION_ROAD,313.5,-41.5,207.5,49.5
8.0,354438aa24f6db6f937784dfc02b493f.jpg,SAND_ON_ROAD,314.0,273.0,111.0,79.0
2.0,7784a5e0bea62cbb5b5cbff31e526778.jpg,POTHOLES,440.0,209.5,278.0,151.0
3.0,638295505b95321175d9747ac07d3de8.jpg,GARBAGE,183.5,134.0,146.5,120.5
7.0,583c652c3f222d814d5e13a43b665757.jpg,BAD_BILLBOARD,495.5,412.5,58.5,9.0
0.0,351892f1237a6c3b6e38163026460ff4.jpg,GRAFFITI,296.0,254.5,153.5,124.0
4.0,04cb2c91b672e35ea72bfd15edfbbd60.jpg,CONSTRUCTION_ROAD,263.5,-68.0,254.5,-15.0
5.0,9558266204ddacf00e54d69914f84f73.jpg,BROKEN_SIGNAGE,245.0,145.5,223.0,35.5
2.0,72e3a148529e67797eca3434bfb2a6b2.jpg,POTHOLES,202.0,128.5,162.5,118.5
2.0,d79fd4f94c87628312d1cc18a3eaaf05.jpg,POTHOLES,120.5,48.5,153.5,103.0
9.0,99fab5b98738bc3e9d6d8af928071885.jpg,CLUTTER_SIDEWALK,326.5,136.5,207.5,148.5
3.0,097f48b22802f8b5f1a71a2a23d14dcf.jpg,GARBAGE,248.5,199.0,137.5,109.0
9.0,e508c7bc5c9a4aa7b5da035156d7b8b3.jpg,CLUTTER_SIDEWALK,249.5,27.0,181.5,107.5
2.0,a9a70bf7bee9eea009ef15b3477f1459.jpg,POTHOLES,246.0,187.5,152.5,123.5
9.0,b0806ce0e24a8fce5ca577c1fcd033f4.jpg,CLUTTER_SIDEWALK,226.0,0.5,181.0,95.5
3.0,ce52d6ee566bcc643615f08ff0dd2ee9.jpg,GARBAGE,254.0,232.5,133.5,106.0
0.0,3f73a96a4a26927f824f6b93d7cdf703.jpg,GRAFFITI,514.0,347.5,149.0,79.5
4.0,02375183f793040ebe1192ef1177104d.jpg,CONSTRUCTION_ROAD,521.5,173.0,264.5,75.0
3.0,ab839e9b76d032bba4838c0719a4857f.jpg,GARBAGE,190.0,144.5,137.0,111.5
2.0,4fd7438431e216d74861e9c9e256a0a8.jpg,POTHOLES,314.0,245.0,194.5,154.0
0.0,eafa3233942b89313071e502d299f3d4.jpg,GRAFFITI,359.0,280.0,65.5,21.5
4.0,7b07718d0561e5cc3a4ccdf5112f4d59.jpg,CONSTRUCTION_ROAD,537.5,159.0,217.5,69.5
2.0,d7bf7397e1bb956826acb09f444eeeb2.jpg,POTHOLES,427.5,347.5,235.5,161.0
7.0,1f4538fddd68c4e2f3787e5a14f05b13.jpg,BAD_BILLBOARD,219.0,149.5,130.0,79.5
0.0,b5084c81f6dccd16d3749e9d4a76afe0.jpg,GRAFFITI,265.5,151.5,129.0,9.0
3.0,1953a166e732c2c752ef346f8b2bd27e.jpg,GARBAGE,476.0,393.5,137.5,81.0
3.0,5da11dea1a4b3ded2ddb87c85548bd73.jpg,GARBAGE,50.0,-2.0,233.0,192.0
2.0,adcbff8324a3b30b91205a6a934d6e2f.jpg,POTHOLES,267.0,156.5,215.0,110.0
3.0,b820f586be2694056e5620ed0ee6658c.jpg,GARBAGE,256.5,151.5,172.0,102.0
3.0,ff5f40bcc03fdf5f3b57d43e95242932.jpg,GARBAGE,368.0,317.0,163.5,137.0
3.0,0328e1065d44198849c22e2ed03e671c.jpg,GARBAGE,332.0,290.5,123.5,92.0
4.0,f00da45cd6f94842fcd78466714f77f2.jpg,CONSTRUCTION_ROAD,485.0,331.0,176.0,69.5
4.0,a2ca74192f6bfcca70717d35ae5d5607.jpg,CONSTRUCTION_ROAD,293.5,-19.5,211.5,80.5
3.0,37c21b68d0b0335bce64f852deef3df7.jpg,GARBAGE,218.5,181.5,105.0,72.0
3.0,ee0bee344c5ba2c1d2e2045187b13800.jpg,GARBAGE,415.5,363.5,121.5,90.5
3.0,fe26f29117042c3cc41b4eb096197cc4.jpg,GARBAGE,354.5,278.0,169.5,121.0
4.0,1211c408428434549ff379a4a0dae630.jpg,CONSTRUCTION_ROAD,315.5,162.5,118.5,51.5
3.0,95d497f9706f10b34466f7ba6a1ad980.jpg,GARBAGE,224.5,150.5,156.5,127.0
2.0,a3a17985a003073f5951e3c3398a5c69.jpg,POTHOLES,221.5,35.5,232.5,187.5
3.0,379ddedf3825bd2bd8a06737ceb069c3.jpg,GARBAGE,333.5,292.0,127.0,69.5
3.0,fec90b848c9b6c4bcc1ec562597c55d8.jpg,GARBAGE,126.5,64.0,96.0,57.0
3.0,9705ae4d5b53abdb7dff0eff542da7df.jpg,GARBAGE,483.5,437.5,186.0,143.5
2.0,3fe43374bd1816998ad96704da640c60.jpg,POTHOLES,115.5,-26.5,287.5,191.0
3.0,e3668aec545273db65c01d792d4a2c60.jpg,GARBAGE,392.5,338.5,129.0,91.0
2.0,adccd76e3ce4a3623ecd5f8948532134.jpg,POTHOLES,391.0,214.0,213.0,171.5
4.0,41d03737660fb8335694ac349a81e3b6.jpg,CONSTRUCTION_ROAD,503.0,279.0,216.0,20.5
3.0,e11bf102deab3819bc6aa0725e8473aa.jpg,GARBAGE,316.0,258.0,102.5,64.5
3.0,516073e2f04f7285751164442afd47af.jpg,GARBAGE,179.0,44.5,183.5,133.5
4.0,84cfeb8f829ecab2be4672eff19a8b97.jpg,CONSTRUCTION_ROAD,489.0,228.0,165.0,68.0
2.0,2e3b09470ef277fa561ff9a803d31604.jpg,POTHOLES,153.5,4.0,219.0,150.0
0.0,95d02b192e3b09e738bc48b2ea9fe4f3.jpg,GRAFFITI,382.5,319.0,117.0,83.5
3.0,39ef38ca607a172533776eacad5029e4.jpg,GARBAGE,35.5,-3.0,162.0,142.5
0.0,cb8f0326058a85b03cf8d15eec596433.jpg,GRAFFITI,471.5,349.5,135.5,100.0
3.0,3598287ca1e4dda6ddd3fc68619f95a0.jpg,GARBAGE,221.0,181.5,139.0,111.5
3.0,f92b5bbc0379ebb7c162c42e50fd4266.jpg,GARBAGE,472.5,422.0,103.0,73.5
4.0,833a0aa0fddd0894e432193189d4093f.jpg,CONSTRUCTION_ROAD,507.5,138.5,196.5,50.0
3.0,a4b567395b18e4e8ec251f3ff5980b8d.jpg,GARBAGE,175.0,122.5,134.0,111.5
3.0,944c2aecb39e3e017bb0567d6557f408.jpg,GARBAGE,33.5,3.0,115.5,84.5
3.0,1755bd9ee66eee1171260f9c5627caa9.jpg,GARBAGE,421.0,335.0,170.0,112.5
4.0,0e30c2a3c1c661e4b7e3c0cdc58915f4.jpg,CONSTRUCTION_ROAD,302.0,129.0,135.0,84.5
0.0,86cf0ebf57268ed869975367f0dd0a4e.jpg,GRAFFITI,107.0,56.0,144.0,113.5
0.0,a14e22010a665f69f9abf076fdea7604.jpg,GRAFFITI,101.0,46.0,86.5,52.5
3.0,d10073310ba77fbdb6bef6f4716b8e5e.jpg,GARBAGE,189.0,141.0,109.0,74.5
7.0,46b294c7563c0f28882a8719b7e82a89.jpg,BAD_BILLBOARD,335.0,293.5,91.5,66.5
3.0,1e351be68edacf6a532d103380b3e3e7.jpg,GARBAGE,293.5,178.5,190.5,137.0
0.0,515712982c8c3aa11b85df907728432b.jpg,GRAFFITI,342.0,303.0,143.5,112.0
3.0,aa1b16df3153cbb469cd447545eb4544.jpg,GARBAGE,277.5,181.5,149.0,89.5
2.0,f40c03c1f673c2da3a209a081da4fadc.jpg,POTHOLES,192.5,64.5,154.5,113.5
9.0,d2091e2cb39d165b30414b7ff176cf1d.jpg,CLUTTER_SIDEWALK,327.0,229.5,121.0,89.0
3.0,fb2694959ec5f860e5e0def8b09b5c54.jpg,GARBAGE,44.0,-6.5,173.0,137.5
4.0,3761c073b07875f680ac6538a1eb7216.jpg,CONSTRUCTION_ROAD,321.0,263.5,88.5,58.5
3.0,b733e3127ec1d38c885696902a3488fe.jpg,GARBAGE,228.5,183.5,130.0,96.5
3.0,1e6afaee7995f853b8357882551d291e.jpg,GARBAGE,351.5,322.5,174.0,159.5
4.0,40936238732fd089dd4f0d1ad9cf43a3.jpg,CONSTRUCTION_ROAD,195.5,-3.5,168.0,74.5
8.0,b993ad4e2f5613dcca0dd3578d523359.jpg,SAND_ON_ROAD,358.0,289.5,129.0,69.5
3.0,d757f630d3dc9521e75831020f505125.jpg,GARBAGE,461.5,404.5,153.0,79.5
3.0,17a8c7681d58aa2cbe38a72f18b72dc5.jpg,GARBAGE,184.0,141.5,157.0,119.5
3.0,549bacbde442e42eeaa5da86ff04d660.jpg,GARBAGE,222.5,93.5,193.5,151.5
0.0,b99d60195e4f13457e8e117dbf7d9d6c.jpg,GRAFFITI,350.0,304.5,95.5,55.0
2.0,d04bf4bd8ddbb49c093fd3985bf651cc.jpg,POTHOLES,182.5,134.5,174.0,123.0
2.0,e262b9ee92e4a282148b08589ca1c8d9.jpg,POTHOLES,112.0,52.5,174.0,123.0
3.0,5f7d3b0970f2080b72b5f7db5923736f.jpg,GARBAGE,109.5,87.0,124.5,104.5
4.0,9412019ef40f9d6f765b83abfbf7ad14.jpg,CONSTRUCTION_ROAD,502.0,145.0,224.0,82.5
3.0,4f1fb4263916b3433048bf8407192336.jpg,GARBAGE,254.0,201.5,170.0,142.5
3.0,6d99cbe08cae172960516b7baa970a11.jpg,GARBAGE,387.0,360.5,143.0,126.0
3.0,516073e2f04f7285751164442afd47af.jpg,GARBAGE,61.5,12.5,169.5,142.0
4.0,93a7e627ee2b9aa5256918dad82521f1.jpg,CONSTRUCTION_ROAD,207.0,139.0,116.5,81.5
0.0,cb8f0326058a85b03cf8d15eec596433.jpg,GRAFFITI,349.0,282.0,125.5,85.0
3.0,367f206b56e88bbee943c85d716df329.jpg,GARBAGE,225.5,187.5,117.0,98.5
3.0,58145a80df0e5b27b37a73299012dc35.jpg,GARBAGE,161.5,112.0,160.5,123.0
3.0,859cb0d189b0eb34e31f64b597becd55.jpg,GARBAGE,50.5,-5.0,115.0,72.5
2.0,2d302ea421ad191c6954efb5da695ed0.jpg,POTHOLES,242.0,166.0,186.0,143.5
3.0,119f4f9696e95381354bad27e9dc0bc8.jpg,GARBAGE,418.0,358.5,155.5,121.5
7.0,46a7506e930c702db7a4625471279d77.jpg,BAD_BILLBOARD,368.0,305.0,99.5,65.0
2.0,83a8a9626811416e77182eb43b539fe4.jpg,POTHOLES,152.0,72.0,151.5,115.0
2.0,797a077c3589ef2f125f17a0447c1d48.jpg,POTHOLES,223.5,127.0,271.0,174.0
9.0,adf5284c73033fe8e4f147b6790c5ee4.jpg,CLUTTER_SIDEWALK,217.5,-16.5,174.0,96.0
4.0,f609cf843c337fd62fe053d6c1d279bf.jpg,CONSTRUCTION_ROAD,301.0,-9.5,158.0,51.0
8.0,1ecacdec8ef875a2047bb6ba22443de1.jpg,SAND_ON_ROAD,449.5,272.0,120.5,48.5
8.0,ee404f04c9435edd54e82968c9cfdaae.jpg,SAND_ON_ROAD,495.0,384.5,238.0,99.0
4.0,03372c1d23d8b0cd4f9f61464656669e.jpg,CONSTRUCTION_ROAD,349.5,177.0,137.5,70.0
2.0,4e8ae706c4bb51c001a25e5f9dbb1068.jpg,POTHOLES,339.5,241.0,200.0,154.0
4.0,1f9a3487441b2ac9e808f0a92ca95d29.jpg,CONSTRUCTION_ROAD,343.5,209.0,159.0,48.5
2.0,7333773bf0fa7a48d7e505ec2a98ef71.jpg,POTHOLES,247.5,204.5,171.5,145.5
8.0,c47e1da64981a2d1d7aed9750aafe2a9.jpg,SAND_ON_ROAD,358.0,280.5,122.5,82.5
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,222.5,185.5,142.0,111.0
3.0,f7a259ca088c600d2a5764eee286312b.jpg,GARBAGE,464.0,425.5,132.5,103.0
3.0,0b7f698c3b61b32b6b11d4aa1020b905.jpg,GARBAGE,374.0,323.5,174.5,145.5
3.0,3b566b675fc976433118ea3e3d1d96a9.jpg,GARBAGE,276.0,220.5,119.0,86.0
3.0,69a2ea54c564042529ecd96206075601.jpg,GARBAGE,194.5,122.0,149.0,110.0
3.0,81e33b53092e18376a2641d7b316ff8c.jpg,GARBAGE,141.0,101.0,145.0,111.5
2.0,5cfbc4c03cb403ce6a0dd198dc7b94b9.jpg,POTHOLES,328.5,208.5,218.0,137.5
4.0,95c1bc211d177464806a2b95887202d5.jpg,CONSTRUCTION_ROAD,198.0,131.0,115.5,79.0
9.0,4fbbb00f7391d60c2d8d2cf9131ddce5.jpg,CLUTTER_SIDEWALK,409.5,111.0,164.0,92.5
7.0,e75acc172a6eba3d9bf15e309ce468e5.jpg,BAD_BILLBOARD,375.0,298.5,99.0,63.0
3.0,5eec2226daf3236f0e6ba78b2e3a28ee.jpg,GARBAGE,212.5,174.0,99.5,72.0
3.0,ce084197953319ebb548b1def1c058a5.jpg,GARBAGE,466.0,398.0,123.0,89.5
7.0,5ed8d1600d369ae6df0874c0cb4811d4.jpg,BAD_BILLBOARD,129.0,82.0,126.5,107.5
3.0,212d1f1d9886e13456904d376fa76e22.jpg,GARBAGE,419.0,372.5,117.5,88.0
2.0,6e907c4a8d014984feeedf6e08678277.jpg,POTHOLES,379.0,302.0,159.5,120.0
3.0,a1dd30a49538cfef88952ce1149c1f42.jpg,GARBAGE,158.5,130.5,142.5,115.5
3.0,0adda1adc06e0b8d857a62e80649b902.jpg,GARBAGE,411.0,351.0,102.5,52.5
3.0,2d2caab80dcc30baca30a48052039aa5.jpg,GARBAGE,355.0,279.5,146.0,99.0
4.0,61183d9e0057671d410bcec71c786c24.jpg,CONSTRUCTION_ROAD,184.5,-35.5,154.0,71.5
9.0,a0f221c98cf66b243c9d561599de3d79.jpg,CLUTTER_SIDEWALK,500.5,168.0,168.0,94.0
8.0,aff6be28673f2286ac783d2692d3cf16.jpg,SAND_ON_ROAD,494.5,430.0,69.5,25.5
9.0,cc70a2bc3575347ca900b9119fac1976.jpg,CLUTTER_SIDEWALK,469.5,267.0,143.5,88.0
3.0,f8580cf9773b4f67e9f8bd41888cea5b.jpg,GARBAGE,122.5,70.0,188.0,159.0
3.0,3458bb02560ad28fab4cb86cdb0b0fb2.jpg,GARBAGE,288.5,153.0,270.0,199.5
0.0,21906a8319823ddbf365bb2d6b60b0ab.jpg,GRAFFITI,465.5,376.5,128.5,63.5
2.0,df334f4ad9ff07385660bd7830490da3.jpg,POTHOLES,184.0,123.0,173.5,125.5
9.0,36b49cf5c61edf07010eacc110c96552.jpg,CLUTTER_SIDEWALK,508.5,323.5,144.0,97.0
8.0,42f1ea83f5d9a4b85dadfa5517f005aa.jpg,SAND_ON_ROAD,155.0,87.5,113.5,66.5
3.0,fc5340ca3d9889c8af4c93c2b05cf25f.jpg,GARBAGE,186.0,140.0,117.0,81.5
4.0,33d925a91a963db5a66ddb35be6816ad.jpg,CONSTRUCTION_ROAD,166.0,43.0,151.5,87.0
3.0,d4d2d8d8f9d735cd60968458dc507dcf.jpg,GARBAGE,394.0,348.0,109.5,79.5
7.0,c57ec0193aaf1aa1bf9d6b1f18930ecc.jpg,BAD_BILLBOARD,482.0,365.5,110.0,44.0
2.0,9ed46d9701270068fe05750a2238042a.jpg,POTHOLES,197.0,83.5,250.0,175.0
0.0,b207e8bf3cf7bca18afe3049c287af42.jpg,GRAFFITI,438.0,378.5,95.0,71.5
7.0,626db4d9b69fad1b87b8c2bbea9ddc5f.jpg,BAD_BILLBOARD,350.0,303.5,101.0,75.0
4.0,d813da6743d030a0173d85711a1614c4.jpg,CONSTRUCTION_ROAD,506.5,182.5,177.5,70.5
7.0,18982cad8aa5b561fbe63386909daeeb.jpg,BAD_BILLBOARD,348.5,313.5,93.5,66.0
3.0,9c298dcc779c28215c8cb2efab03ca67.jpg,GARBAGE,212.0,119.5,104.5,50.0
3.0,1ed81d813a23e799edbfc62384a8c759.jpg,GARBAGE,39.0,-0.5,96.5,61.0
3.0,f0f10e6d45220fcd34bd2e8ae278c40d.jpg,GARBAGE,79.5,55.0,106.5,87.0
3.0,6107eff7129320dd0a4d931c5821046c.jpg,GARBAGE,201.5,154.5,150.5,121.0
7.0,88b1f47b129d851059cd2279756a2db4.jpg,BAD_BILLBOARD,491.0,421.5,101.0,26.0
7.0,d76b96d8118907de2dbe5aca788cdf27.jpg,BAD_BILLBOARD,506.0,391.5,67.0,-5.0
9.0,3a0e8abfbd990c9e3c50946bb2c310e8.jpg,CLUTTER_SIDEWALK,178.0,5.5,208.0,135.0
9.0,3c1f6bd62476229ff8654bdad69ba415.jpg,CLUTTER_SIDEWALK,519.0,164.0,218.5,130.0
3.0,8c575fe751fe8f08d208e3c95aa3bd6e.jpg,GARBAGE,394.5,351.0,145.5,112.0
4.0,ad7223e4dfa77fd0ae9518531265cccb.jpg,CONSTRUCTION_ROAD,409.0,288.0,140.0,62.5
9.0,3c39138e3d77db03133803143713fd1e.jpg,CLUTTER_SIDEWALK,200.5,115.0,120.5,85.0
3.0,0ad9db7f888140d987adedd258a9130e.jpg,GARBAGE,205.5,168.5,100.0,74.0
7.0,04890985ffabdeb0c2a708f3111c33bb.jpg,BAD_BILLBOARD,226.0,87.5,113.5,62.5
3.0,1263154a4847dfc75cdb9a9df3a21b0b.jpg,GARBAGE,484.0,384.5,152.0,105.0
0.0,b4914c555bf56e42c55629f2bb5524d1.jpg,GRAFFITI,389.0,323.0,104.0,84.0
3.0,e00b819688fee43c83faf824e86bbe59.jpg,GARBAGE,296.0,254.0,215.0,174.0
0.0,86cf0ebf57268ed869975367f0dd0a4e.jpg,GRAFFITI,78.0,19.5,139.5,110.0
7.0,cc9ed18c096e911a63335b106598299c.jpg,BAD_BILLBOARD,462.0,365.0,86.5,60.0
4.0,61b9eca69acfb8ab4214f5062450cc7d.jpg,CONSTRUCTION_ROAD,84.5,-14.0,143.5,70.5
3.0,c9a23907b0e807c926f1361ef3e2b3d3.jpg,GARBAGE,32.5,-8.0,148.0,94.0
7.0,8aa3e2140f00076ff7d72df60eedca02.jpg,BAD_BILLBOARD,367.5,288.0,88.5,54.0
4.0,7bbcc988ad2880d2e7d0485389b57b37.jpg,CONSTRUCTION_ROAD,98.0,-20.5,135.0,97.0
7.0,f4716bb1b0c6198fdbaf5bf89f54678b.jpg,BAD_BILLBOARD,518.5,260.5,121.0,47.5
3.0,313eae1762c09a9e48f4d29d3a6ea209.jpg,GARBAGE,450.0,397.5,185.5,141.5
4.0,d28e5364abab88ec21d17336c5a9ab73.jpg,CONSTRUCTION_ROAD,190.5,146.0,113.0,92.0
4.0,17d950d358da3209f0a0af90a4d6ea7c.jpg,CONSTRUCTION_ROAD,151.5,16.5,111.0,85.5
1.0,0256f017898f935641404c85fd6bedf8.jpg,FADED_SIGNAGE,354.0,274.0,60.5,-9.0
3.0,9be1037b4fd96542afd03930e03722a2.jpg,GARBAGE,443.5,385.5,160.5,127.5
3.0,e76cb6343518dde6aaf5105e5250ebeb.jpg,GARBAGE,478.0,404.0,117.0,87.0
3.0,58b190fffa485e4c0aa21e58456d7f96.jpg,GARBAGE,77.0,44.0,139.0,111.0
7.0,25c603472f8dbc034c685507691cdc68.jpg,BAD_BILLBOARD,95.0,-12.0,92.5,13.0
3.0,a101ae3a98d095f448d48a5a41998a6d.jpg,GARBAGE,76.5,4.0,207.0,156.0
2.0,fc5340ca3d9889c8af4c93c2b05cf25f.jpg,POTHOLES,313.5,163.5,278.0,136.5
3.0,8c407404aaf61ca488ca93c05861dc80.jpg,GARBAGE,157.5,121.0,108.0,86.0
3.0,291d3a6d38674da0e4b05135008bceb1.jpg,GARBAGE,265.0,215.5,102.0,78.5
3.0,e6b099b9e8b8ae234dcee3dcd8bb1704.jpg,GARBAGE,89.5,59.5,189.5,169.5
9.0,ce3b9d13decb2f608cff3cf544afefad.jpg,CLUTTER_SIDEWALK,499.5,149.0,221.0,108.0
3.0,bd3c64f33b05e592ae2b11a4f19a8b6a.jpg,GARBAGE,346.5,315.5,205.0,179.5
3.0,8b3335738dc291770ffb3613810128f4.jpg,GARBAGE,69.0,25.0,88.0,61.5
2.0,f292cecdf88960a4b1eee5885754f9f5.jpg,POTHOLES,124.5,12.5,142.0,85.5
2.0,93b9860fdf8400bec5f87285bc3902f4.jpg,POTHOLES,312.0,185.0,208.5,144.5
9.0,922b610932abbbf87d315bc58860c3b1.jpg,CLUTTER_SIDEWALK,316.5,66.0,215.5,128.0
2.0,c4999fdd7625601dbd7527fd196f986d.jpg,POTHOLES,314.5,266.5,145.5,110.0
3.0,654702400801e91388e068aaf902a4d7.jpg,GARBAGE,71.5,11.0,93.0,62.5
4.0,9e24bbdae2f1578446eb64de2ad40382.jpg,CONSTRUCTION_ROAD,202.5,142.5,103.0,58.5
0.0,a9b361770d4c8fc11616a1a6d92bebfd.jpg,GRAFFITI,216.0,160.5,87.0,53.0
9.0,72ba298a32278544f35d2d3ea003ce0d.jpg,CLUTTER_SIDEWALK,292.0,-7.0,217.0,122.5
4.0,0eb207a4fe390364bdf229da5c3a97dd.jpg,CONSTRUCTION_ROAD,501.0,275.5,204.0,53.5
2.0,f40c03c1f673c2da3a209a081da4fadc.jpg,POTHOLES,88.0,32.0,150.5,110.5
3.0,9a563811997336566c55f873e102fe1e.jpg,GARBAGE,210.5,151.5,145.5,111.0
3.0,6037aaeed8d147f788da021c86662ea4.jpg,GARBAGE,229.5,209.0,163.0,140.5
2.0,f3c413b34888826553325026ba14efff.jpg,POTHOLES,146.0,45.5,216.0,150.5
3.0,9224dd81923e76fa27c143359185718d.jpg,GARBAGE,87.5,57.0,173.0,148.0
3.0,b077ca18ce361b1f27844aa60609107c.jpg,GARBAGE,120.5,78.5,115.0,92.0
3.0,3ff54d401655e31a899f7b7bed278218.jpg,GARBAGE,203.0,149.5,179.5,156.5
4.0,bdc47ff539597e6c9a31976a1d963cda.jpg,CONSTRUCTION_ROAD,130.0,-32.0,201.0,30.5
3.0,54e5855239498a8f858952185b10ae78.jpg,GARBAGE,301.5,242.5,119.0,78.5
3.0,2d3ed836a072009153a0910b90c7dc77.jpg,GARBAGE,29.0,-0.5,158.5,137.5
3.0,91d670d999d5d759bfb0b5c8045ccb31.jpg,GARBAGE,483.0,424.5,141.5,97.5
4.0,bb2214c285bba9c4c0b3dfa55a464a46.jpg,CONSTRUCTION_ROAD,364.5,167.0,149.0,95.5
3.0,4de21daa60bddaaecdfebde311c4d7a5.jpg,GARBAGE,92.5,29.5,157.0,96.0
7.0,e243ddd2cc06b9884d587d6fb7c8ef6f.jpg,BAD_BILLBOARD,53.0,-10.5,77.0,34.5
9.0,f83ab68a180311fd71f5d652e77c3bf5.jpg,CLUTTER_SIDEWALK,450.0,177.0,152.5,95.5
3.0,3ff742b9fb69a36b8671191664cd11aa.jpg,GARBAGE,261.5,2.5,246.0,38.5
3.0,37226f44178d712b9a3ea24bd34970a5.jpg,GARBAGE,114.5,92.0,105.5,83.5
3.0,8eaf3a93595231bc5f0d49b2e3f9fca5.jpg,GARBAGE,225.0,112.0,137.5,70.5
7.0,48e3f5e637b917897fa746a51facec01.jpg,BAD_BILLBOARD,221.5,175.5,38.5,11.0
3.0,e81ddc3d43c93cabbecf7c2bdb665e4e.jpg,GARBAGE,467.0,396.0,175.0,135.5
3.0,2f19378320fe187f2a3eeb7986e4186c.jpg,GARBAGE,155.5,113.5,131.0,105.5
3.0,2053ccdefe61c3bf36923aca3a042c26.jpg,GARBAGE,143.5,87.0,124.5,95.0
0.0,4c6ff14861016621f826bb9f0cfab80b.jpg,GRAFFITI,462.0,247.0,128.0,41.0
2.0,8f3102d6fe68ff31a5df66bef5bd9194.jpg,POTHOLES,244.0,138.0,235.5,157.0
3.0,6f0aee1256bac622f15d28837b54da44.jpg,GARBAGE,322.5,276.5,139.5,115.5
3.0,f139aa82bb69334b7ed8bb16e6946af4.jpg,GARBAGE,213.0,147.0,103.0,65.0
3.0,cd4d1754a42e3f798d2ef997160505df.jpg,GARBAGE,349.5,59.5,182.0,78.5
9.0,e09a8c4846c57b772391f801ee57d033.jpg,CLUTTER_SIDEWALK,304.5,128.0,155.0,90.5
5.0,7fcf5d363ff59560a251428ed3728b7a.jpg,BROKEN_SIGNAGE,145.0,93.5,123.5,54.0
3.0,0e974b578b8767f545a4a59994e02735.jpg,GARBAGE,286.5,190.5,154.5,111.0
3.0,eeb4ef2c62de01dd39f524647fbc3407.jpg,GARBAGE,95.0,66.5,109.0,84.0
7.0,9f5dd9884a6bad7133554796fff53661.jpg,BAD_BILLBOARD,312.5,267.0,92.0,65.5
3.0,28a44d5b81de52e674c632bf1917d52f.jpg,GARBAGE,482.0,390.0,170.5,120.0
3.0,8c407404aaf61ca488ca93c05861dc80.jpg,GARBAGE,66.5,34.5,142.0,119.0
7.0,9d607798d2d4c0806f7fa9ab9dc6491b.jpg,BAD_BILLBOARD,354.0,255.5,91.0,33.5
4.0,7f00951a68e54a28a2ed211009987938.jpg,CONSTRUCTION_ROAD,295.5,-24.0,227.5,102.5
5.0,63e3ad0fe9f992929a06eb5bfb4c801e.jpg,BROKEN_SIGNAGE,185.5,104.5,130.5,74.0
4.0,316bdb1bef6eed5f5d81447cdf15cd19.jpg,CONSTRUCTION_ROAD,221.0,-24.5,168.0,29.0
3.0,9f16045d01612e10fdc4bc3156f70cca.jpg,GARBAGE,376.5,333.5,185.0,151.5
4.0,f76c9cbb58b820f86b8addfdcf6384a2.jpg,CONSTRUCTION_ROAD,196.0,31.0,148.0,97.0
2.0,5a3035f91150f4525e265ff008fa6bd2.jpg,POTHOLES,171.0,67.5,238.0,162.0
2.0,8367ba5f6941689a8e0140aaa173ca69.jpg,POTHOLES,300.5,232.0,265.0,119.5
